tau,xi,w
  1.0240000000000000E+01,  1.3500000000000001E+00,  5.6938594454208590E-02
  1.0240000000000000E+01,  1.4000000000000001E+00,  6.5056603126930082E-02
  1.0240000000000000E+01,  1.4500000000000002E+00,  7.3000231880956973E-02
  1.0240000000000000E+01,  1.5000000000000000E+00,  8.0599182731486710E-02
  1.0240000000000000E+01,  1.5500000000000000E+00,  8.7665439385290908E-02
  1.0240000000000000E+01,  1.6000000000000001E+00,  9.4043191778985083E-02
  1.0240000000000000E+01,  1.6500000000000001E+00,  9.9650176847653732E-02
  1.0240000000000000E+01,  1.7000000000000002E+00,  1.0449064537781326E-01
  1.0240000000000000E+01,  1.7500000000000000E+00,  1.0862850593467145E-01
  1.0240000000000000E+01,  1.8000000000000000E+00,  1.1212504155319566E-01
  1.0240000000000000E+01,  1.8500000000000001E+00,  1.1496452048358682E-01
  1.0240000000000000E+01,  1.9000000000000001E+00,  1.1700354300224401E-01
  1.0240000000000000E+01,  1.9500000000000002E+00,  1.1797526367234622E-01
  1.0240000000000000E+01,  2.0000000000000000E+00,  1.1755299520555042E-01
  1.0240000000000000E+01,  2.0500000000000003E+00,  1.1557904811174209E-01
  1.0240000000000000E+01,  2.1000000000000001E+00,  1.1253064031487987E-01
  1.0240000000000000E+01,  2.1499999999999999E+00,  1.0903151545581542E-01
  1.0240000000000000E+01,  2.2000000000000002E+00,  1.0557616546386420E-01
  1.0240000000000000E+01,  2.2500000000000000E+00,  1.0240168523554317E-01
  1.0240000000000000E+01,  2.3000000000000003E+00,  9.9442233335272370E-02
  1.0240000000000000E+01,  2.3500000000000001E+00,  9.6405463660792834E-02
  1.0240000000000000E+01,  2.4000000000000004E+00,  9.2946060603731340E-02
  1.0240000000000000E+01,  2.4500000000000002E+00,  8.8853136454414144E-02
  1.0240000000000000E+01,  2.5000000000000000E+00,  8.4152785447620157E-02
  1.0240000000000000E+01,  2.5500000000000003E+00,  7.9070259227327105E-02
  1.0240000000000000E+01,  2.6000000000000001E+00,  7.3877051634474541E-02
  1.0240000000000000E+01,  2.6500000000000004E+00,  6.8718031924698789E-02
  1.0240000000000000E+01,  2.7000000000000002E+00,  6.3526662150008517E-02
  1.0240000000000000E+01,  2.7500000000000000E+00,  5.8080848605252026E-02
  1.0240000000000000E+01,  2.8000000000000003E+00,  5.2161808068538221E-02
  1.0240000000000000E+01,  2.8500000000000001E+00,  4.5712033763464659E-02
  1.0240000000000000E+01,  2.9000000000000004E+00,  3.8890488123762640E-02
  1.0240000000000000E+01,  2.9500000000000002E+00,  3.1992788239491796E-02
  1.0240000000000000E+01,  3.0000000000000000E+00,  2.5294612280283700E-02
  1.0240000000000000E+01,  3.0500000000000003E+00,  1.8915816408066461E-02
  1.0240000000000000E+01,  3.1000000000000001E+00,  1.2778104833158471E-02
  1.0240000000000000E+01,  3.1500000000000004E+00,  6.7426097522473574E-03
  1.0240000000000000E+01,  3.2000000000000002E+00,  7.6413684728429449E-04
  1.0240000000000000E+01,  3.2500000000000000E+00, -5.0306310021427424E-03
  1.0240000000000000E+01,  3.3000000000000003E+00, -1.0385126508773204E-02
  1.0240000000000000E+01,  3.3500000000000001E+00, -1.5043664007020350E-02
  1.0240000000000000E+01,  3.4000000000000004E+00, -1.8877480793376599E-02
  1.0240000000000000E+01,  3.4500000000000002E+00, -2.1918336142653923E-02
  1.0240000000000000E+01,  3.5000000000000000E+00, -2.4280426422219670E-02
  1.0240000000000000E+01,  3.5500000000000003E+00, -2.6032501625036085E-02
  1.0240000000000000E+01,  3.6000000000000001E+00, -2.7117249485008658E-02
  1.0240000000000000E+01,  3.6500000000000004E+00, -2.7379380599622333E-02
  1.0240000000000000E+01,  3.7000000000000002E+00, -2.6683915951934561E-02
  1.0240000000000000E+01,  3.7500000000000000E+00, -2.5040203705097193E-02
  1.0240000000000000E+01,  3.8000000000000003E+00, -2.2642690357680510E-02
  1.0240000000000000E+01,  3.8500000000000001E+00, -1.9798898573013774E-02
  1.0240000000000000E+01,  3.9000000000000004E+00, -1.6794622398282544E-02
  1.0240000000000000E+01,  3.9500000000000002E+00, -1.3788648709316580E-02
  1.0240000000000000E+01,  4.0000000000000000E+00, -1.0806000531530406E-02
  1.0279999999999999E+01,  0.0000000000000000E+00, -3.5963091895739513E-02
  1.0279999999999999E+01,  5.0000000000000003E-02, -3.8963630706160816E-02
  1.0279999999999999E+01,  1.0000000000000001E-01, -4.1953278918417325E-02
  1.0279999999999999E+01,  1.5000000000000002E-01, -4.4887284729022904E-02
  1.0279999999999999E+01,  2.0000000000000001E-01, -4.7667107460137026E-02
  1.0279999999999999E+01,  2.5000000000000000E-01, -5.0140551876090712E-02
  1.0279999999999999E+01,  3.0000000000000004E-01, -5.2125280585113426E-02
  1.0279999999999999E+01,  3.5000000000000003E-01, -5.3447987192580017E-02
  1.0279999999999999E+01,  4.0000000000000002E-01, -5.3982972797339115E-02
  1.0279999999999999E+01,  4.5000000000000001E-01, -5.3673630158071993E-02
  1.0279999999999999E+01,  5.0000000000000000E-01, -5.2528478201260942E-02
  1.0279999999999999E+01,  5.5000000000000004E-01, -5.0595280833392021E-02
  1.0279999999999999E+01,  6.0000000000000009E-01, -4.7926181418507546E-02
  1.0279999999999999E+01,  6.5000000000000002E-01, -4.4549376016575666E-02
  1.0279999999999999E+01,  7.0000000000000007E-01, -4.0458238171796432E-02
  1.0279999999999999E+01,  7.5000000000000000E-01, -3.5620098753870941E-02
  1.0279999999999999E+01,  8.0000000000000004E-01, -2.9998558321752362E-02
  1.0279999999999999E+01,  8.5000000000000009E-01, -2.3578770951277150E-02
  1.0279999999999999E+01,  9.0000000000000002E-01, -1.6385726130720649E-02
  1.0279999999999999E+01,  9.5000000000000007E-01, -8.4898966459099733E-03
  1.0279999999999999E+01,  1.0000000000000000E+00,  0.0000000000000000E+00
  1.0279999999999999E+01,  1.0500000000000000E+00,  8.9185573957263464E-03
  1.0279999999999999E+01,  1.1000000000000001E+00,  1.7960467546943231E-02
  1.0279999999999999E+01,  1.1500000000000001E+00,  2.6812999015212953E-02
  1.0279999999999999E+01,  1.2000000000000002E+00,  3.5226415618177992E-02
  1.0279999999999999E+01,  1.2500000000000000E+00,  4.3055619516482964E-02
  1.0279999999999999E+01,  1.3000000000000000E+00,  5.0294605396756460E-02
  1.0279999999999999E+01,  1.3500000000000001E+00,  5.7081692475760955E-02
  1.0279999999999999E+01,  1.4000000000000001E+00,  6.3657104628049216E-02
  1.0279999999999999E+01,  1.4500000000000002E+00,  7.0273199533441272E-02
  1.0279999999999999E+01,  1.5000000000000000E+00,  7.7084625253005204E-02
  1.0279999999999999E+01,  1.5500000000000000E+00,  8.4065675307219201E-02
  1.0279999999999999E+01,  1.6000000000000001E+00,  9.0999642177774287E-02
  1.0279999999999999E+01,  1.6500000000000001E+00,  9.7555106489739640E-02
  1.0279999999999999E+01,  1.7000000000000002E+00,  1.0341886149037746E-01
  1.0279999999999999E+01,  1.7500000000000000E+00,  1.0841960848013447E-01
  1.0279999999999999E+01,  1.8000000000000000E+00,  1.1257471114452156E-01
  1.0279999999999999E+01,  1.8500000000000001E+00,  1.1603075025107851E-01
  1.0279999999999999E+01,  1.9000000000000001E+00,  1.1892885734120121E-01
  1.0279999999999999E+01,  1.9500000000000002E+00,  1.2127247612232583E-01
  1.0279999999999999E+01,  2.0000000000000000E+00,  1.2287724200743182E-01
  1.0279999999999999E+01,  2.0500000000000003E+00,  1.2346066437345986E-01
  1.0279999999999999E+01,  2.1000000000000001E+00,  1.2285780986043188E-01
  1.0279999999999999E+01,  2.1499999999999999E+00,  1.2106654023964328E-01
  1.0279999999999999E+01,  2.2000000000000002E+00,  1.1825543846037539E-01
  1.0279999999999999E+01,  2.2500000000000000E+00,  1.1469153060110372E-01
  1.0279999999999999E+01,  2.3000000000000003E+00,  1.1061503707107408E-01
  1.0279999999999999E+01,  2.3500000000000001E+00,  1.0614891331391965E-01
  1.0279999999999999E+01,  2.4000000000000004E+00,  1.0130392179560412E-01
  1.0279999999999999E+01,  2.4500000000000002E+00,  9.6069483526214652E-02
  1.0279999999999999E+01,  2.5000000000000000E+00,  9.0516741174234291E-02
  1.0279999999999999E+01,  2.5500000000000003E+00,  8.4829666095402378E-02
  1.0279999999999999E+01,  2.6000000000000001E+00,  7.9231430489877852E-02
  1.0279999999999999E+01,  2.6500000000000004E+00,  7.3850459821768022E-02
  1.0279999999999999E+01,  2.7000000000000002E+00,  6.8618100492125134E-02
  1.0279999999999999E+01,  2.7500000000000000E+00,  6.3273076019350352E-02
  1.0279999999999999E+01,  2.8000000000000003E+00,  5.7478396381679106E-02
  1.0279999999999999E+01,  2.8500000000000001E+00,  5.0983420114190374E-02
  1.0279999999999999E+01,  2.9000000000000004E+00,  4.3738358297680129E-02
  1.0279999999999999E+01,  2.9500000000000002E+00,  3.5906292211523270E-02
  1.0279999999999999E+01,  3.0000000000000000E+00,  2.7788373659853823E-02
  1.0279999999999999E+01,  3.0500000000000003E+00,  1.9716947272179441E-02
  1.0279999999999999E+01,  3.1000000000000001E+00,  1.1966909994214951E-02
  1.0279999999999999E+01,  3.1500000000000004E+00,  4.7889523820546665E-03
  1.0279999999999999E+01,  3.2000000000000002E+00, -1.5696169898599386E-03
  1.0279999999999999E+01,  3.2500000000000000E+00, -6.8960937227196487E-03
  1.0279999999999999E+01,  3.3000000000000003E+00, -1.1092575175650692E-02
  1.0279999999999999E+01,  3.3500000000000001E+00, -1.4253957577991000E-02
  1.0279999999999999E+01,  3.4000000000000004E+00, -1.6668646877714896E-02
  1.0279999999999999E+01,  3.4500000000000002E+00, -1.8706590863931168E-02
  1.0279999999999999E+01,  3.5000000000000000E+00, -2.0640226865457998E-02
  1.0279999999999999E+01,  3.5500000000000003E+00, -2.2506705316380306E-02
  1.0279999999999999E+01,  3.6000000000000001E+00, -2.4111094010628706E-02
  1.0279999999999999E+01,  3.6500000000000004E+00, -2.5185748715505132E-02
  1.0279999999999999E+01,  3.7000000000000002E+00, -2.5613573119029377E-02
  1.0279999999999999E+01,  3.7500000000000000E+00, -2.5568505082103569E-02
  1.0279999999999999E+01,  3.8000000000000003E+00, -2.5470034388948969E-02
  1.0279999999999999E+01,  3.8500000000000001E+00, -2.5768153979004529E-02
  1.0279999999999999E+01,  3.9000000000000004E+00, -2.6693698177030767E-02
  1.0279999999999999E+01,  3.9500000000000002E+00, -2.8145971502297897E-02
  1.0279999999999999E+01,  4.0000000000000000E+00, -2.9818842939751317E-02
  1.0320000000000000E+01,  0.0000000000000000E+00, -4.5013668974194974E-02
  1.0320000000000000E+01,  5.0000000000000003E-02, -4.7478342208238468E-02
  1.0320000000000000E+01,  1.0000000000000001E-01, -4.9847211809887521E-02
  1.0320000000000000E+01,  1.5000000000000002E-01, -5.1960387415871723E-02
  1.0320000000000000E+01,  2.0000000000000001E-01, -5.3689781494763812E-02
  1.0320000000000000E+01,  2.5000000000000000E-01, -5.4989193041313583E-02
  1.0320000000000000E+01,  3.0000000000000004E-01, -5.5869832671460791E-02
  1.0320000000000000E+01,  3.5000000000000003E-01, -5.6330651932276689E-02
  1.0320000000000000E+01,  4.0000000000000002E-01, -5.6297380919363503E-02
  1.0320000000000000E+01,  4.5000000000000001E-01, -5.5616020793669264E-02
  1.0320000000000000E+01,  5.0000000000000000E-01, -5.4109523237809432E-02
  1.0320000000000000E+01,  5.5000000000000004E-01, -5.1663604384980279E-02
  1.0320000000000000E+01,  6.0000000000000009E-01, -4.8286637188142661E-02
  1.0320000000000000E+01,  6.5000000000000002E-01, -4.4103510975785611E-02
  1.0320000000000000E+01,  7.0000000000000007E-01, -3.9285375413311570E-02
  1.0320000000000000E+01,  7.5000000000000000E-01, -3.3959427777420191E-02
  1.0320000000000000E+01,  8.0000000000000004E-01, -2.8157453849546255E-02
  1.0320000000000000E+01,  8.5000000000000009E-01, -2.1838066898112875E-02
  1.0320000000000000E+01,  9.0000000000000002E-01, -1.4969841749996984E-02
  1.0320000000000000E+01,  9.5000000000000007E-01, -7.6216436774122660E-03
  1.0320000000000000E+01,  1.0000000000000000E+00,  0.0000000000000000E+00
  1.0320000000000000E+01,  1.0500000000000000E+00,  7.6340326981969558E-03
  1.0320000000000000E+01,  1.1000000000000001E+00,  1.5182530108103274E-02
  1.0320000000000000E+01,  1.1500000000000001E+00,  2.2669166163839710E-02
  1.0320000000000000E+01,  1.2000000000000002E+00,  3.0214591496612438E-02
  1.0320000000000000E+01,  1.2500000000000000E+00,  3.7975601965464262E-02
  1.0320000000000000E+01,  1.3000000000000000E+00,  4.6045507225897522E-02
  1.0320000000000000E+01,  1.3500000000000001E+00,  5.4380302067630226E-02
  1.0320000000000000E+01,  1.4000000000000001E+00,  6.2798036690885933E-02
  1.0320000000000000E+01,  1.4500000000000002E+00,  7.1050069027238899E-02
  1.0320000000000000E+01,  1.5000000000000000E+00,  7.8916453703033435E-02
  1.0320000000000000E+01,  1.5500000000000000E+00,  8.6265577365918486E-02
  1.0320000000000000E+01,  1.6000000000000001E+00,  9.3047683839076592E-02
  1.0320000000000000E+01,  1.6500000000000001E+00,  9.9240826107590982E-02
  1.0320000000000000E+01,  1.7000000000000002E+00,  1.0480033548094346E-01
  1.0320000000000000E+01,  1.7500000000000000E+00,  1.0965597515033741E-01
  1.0320000000000000E+01,  1.8000000000000000E+00,  1.1376066849763830E-01
  1.0320000000000000E+01,  1.8500000000000001E+00,  1.1715174874630087E-01
  1.0320000000000000E+01,  1.9000000000000001E+00,  1.1997272062739163E-01
  1.0320000000000000E+01,  1.9500000000000002E+00,  1.2243129317673859E-01
  1.0320000000000000E+01,  2.0000000000000000E+00,  1.2471919308833009E-01
  1.0320000000000000E+01,  2.0500000000000003E+00,  1.2686348275139261E-01
  1.0320000000000000E+01,  2.1000000000000001E+00,  1.2847894749461430E-01
  1.0320000000000000E+01,  2.1499999999999999E+00,  1.2917047130693585E-01
  1.0320000000000000E+01,  2.2000000000000002E+00,  1.2873737955903447E-01
  1.0320000000000000E+01,  2.2500000000000000E+00,  1.2718060915936188E-01
  1.0320000000000000E+01,  2.3000000000000003E+00,  1.2460192889686703E-01
  1.0320000000000000E+01,  2.3500000000000001E+00,  1.2107238334146402E-01
  1.0320000000000000E+01,  2.4000000000000004E+00,  1.1656570483806800E-01
  1.0320000000000000E+01,  2.4500000000000002E+00,  1.1099938590678148E-01
  1.0320000000000000E+01,  2.5000000000000000E+00,  1.0434394153736500E-01
  1.0320000000000000E+01,  2.5500000000000003E+00,  9.6711607643036490E-02
  1.0320000000000000E+01,  2.6000000000000001E+00,  8.8355019207059279E-02
  1.0320000000000000E+01,  2.6500000000000004E+00,  7.9577878767173968E-02
  1.0320000000000000E+01,  2.7000000000000002E+00,  7.0627899093565524E-02
  1.0320000000000000E+01,  2.7500000000000000E+00,  6.1655087135333311E-02
  1.0320000000000000E+01,  2.8000000000000003E+00,  5.2765873068681857E-02
  1.0320000000000000E+01,  2.8500000000000001E+00,  4.4125644346755956E-02
  1.0320000000000000E+01,  2.9000000000000004E+00,  3.6018724611946169E-02
  1.0320000000000000E+01,  2.9500000000000002E+00,  2.8800485303768195E-02
  1.0320000000000000E+01,  3.0000000000000000E+00,  2.2754420075551358E-02
  1.0320000000000000E+01,  3.0500000000000003E+00,  1.7931841877813288E-02
  1.0320000000000000E+01,  3.1000000000000001E+00,  1.4067537930612193E-02
  1.0320000000000000E+01,  3.1500000000000004E+00,  1.0694052260681970E-02
  1.0320000000000000E+01,  3.2000000000000002E+00,  7.3360540977262063E-03
  1.0320000000000000E+01,  3.2500000000000000E+00,  3.6899976533389250E-03
  1.0320000000000000E+01,  3.3000000000000003E+00, -2.9813724670531803E-04
  1.0320000000000000E+01,  3.3500000000000001E+00, -4.4848596926208356E-03
  1.0320000000000000E+01,  3.4000000000000004E+00, -8.6585007396151430E-03
  1.0320000000000000E+01,  3.4500000000000002E+00, -1.2656365523514032E-02
  1.0320000000000000E+01,  3.5000000000000000E+00, -1.6406854444119469E-02
  1.0320000000000000E+01,  3.5500000000000003E+00, -1.9898066576405637E-02
  1.0320000000000000E+01,  3.6000000000000001E+00, -2.3125990064497722E-02
  1.0320000000000000E+01,  3.6500000000000004E+00, -2.6077909059016448E-02
  1.0320000000000000E+01,  3.7000000000000002E+00, -2.8763960652401943E-02
  1.0320000000000000E+01,  3.7500000000000000E+00, -3.1260281857022343E-02
  1.0320000000000000E+01,  3.8000000000000003E+00, -3.3712361554975742E-02
  1.0320000000000000E+01,  3.8500000000000001E+00, -3.6279031795027200E-02
  1.0320000000000000E+01,  3.9000000000000004E+00, -3.9049945982557170E-02
  1.0320000000000000E+01,  3.9500000000000002E+00, -4.1999804806555192E-02
  1.0320000000000000E+01,  4.0000000000000000E+00, -4.5026302386547930E-02
  1.0359999999999999E+01,  0.0000000000000000E+00, -6.7827975429915685E-02
  1.0359999999999999E+01,  5.0000000000000003E-02, -6.6157530741042886E-02
  1.0359999999999999E+01,  1.0000000000000001E-01, -6.4462007479042044E-02
  1.0359999999999999E+01,  1.5000000000000002E-01, -6.2706090678070328E-02
  1.0359999999999999E+01,  2.0000000000000001E-01, -6.0876581022336312E-02
  1.0359999999999999E+01,  2.5000000000000000E-01, -5.8995017964095300E-02
  1.0359999999999999E+01,  3.0000000000000004E-01, -5.7099672774441119E-02
  1.0359999999999999E+01,  3.5000000000000003E-01, -5.5206860044673282E-02
  1.0359999999999999E+01,  4.0000000000000002E-01, -5.3274238447023455E-02
  1.0359999999999999E+01,  4.5000000000000001E-01, -5.1189974737748410E-02
  1.0359999999999999E+01,  5.0000000000000000E-01, -4.8798810113023276E-02
  1.0359999999999999E+01,  5.5000000000000004E-01, -4.5955124440152623E-02
  1.0359999999999999E+01,  6.0000000000000009E-01, -4.2575904189378941E-02
  1.0359999999999999E+01,  6.5000000000000002E-01, -3.8664188369323435E-02
  1.0359999999999999E+01,  7.0000000000000007E-01, -3.4289112454926725E-02
  1.0359999999999999E+01,  7.5000000000000000E-01, -2.9533908621081486E-02
  1.0359999999999999E+01,  8.0000000000000004E-01, -2.4442755233735135E-02
  1.0359999999999999E+01,  8.5000000000000009E-01, -1.8998084808252963E-02
  1.0359999999999999E+01,  9.0000000000000002E-01, -1.3140186340839051E-02
  1.0359999999999999E+01,  9.5000000000000007E-01, -6.8127433621490326E-03
  1.0359999999999999E+01,  1.0000000000000000E+00,  0.0000000000000000E+00
  1.0359999999999999E+01,  1.0500000000000000E+00,  7.2541403046802733E-03
  1.0359999999999999E+01,  1.1000000000000001E+00,  1.4829624554541950E-02
  1.0359999999999999E+01,  1.1500000000000001E+00,  2.2643113871243209E-02
  1.0359999999999999E+01,  1.2000000000000002E+00,  3.0677966628277438E-02
  1.0359999999999999E+01,  1.2500000000000000E+00,  3.8927365131732096E-02
  1.0359999999999999E+01,  1.3000000000000000E+00,  4.7305633356767837E-02
  1.0359999999999999E+01,  1.3500000000000001E+00,  5.5598501219835221E-02
  1.0359999999999999E+01,  1.4000000000000001E+00,  6.3505506769009068E-02
  1.0359999999999999E+01,  1.4500000000000002E+00,  7.0765962866464749E-02
  1.0359999999999999E+01,  1.5000000000000000E+00,  7.7296194916463473E-02
  1.0359999999999999E+01,  1.5500000000000000E+00,  8.3246775241147583E-02
  1.0359999999999999E+01,  1.6000000000000001E+00,  8.8931728546536790E-02
  1.0359999999999999E+01,  1.6500000000000001E+00,  9.4661406852308533E-02
  1.0359999999999999E+01,  1.7000000000000002E+00,  1.0057425896774941E-01
  1.0359999999999999E+01,  1.7500000000000000E+00,  1.0656637688444351E-01
  1.0359999999999999E+01,  1.8000000000000000E+00,  1.1235738002487974E-01
  1.0359999999999999E+01,  1.8500000000000001E+00,  1.1764602603832654E-01
  1.0359999999999999E+01,  1.9000000000000001E+00,  1.2225522828563828E-01
  1.0359999999999999E+01,  1.9500000000000002E+00,  1.2617960748649906E-01
  1.0359999999999999E+01,  2.0000000000000000E+00,  1.2952103526976880E-01
  1.0359999999999999E+01,  2.0500000000000003E+00,  1.3229377583884480E-01
  1.0359999999999999E+01,  2.1000000000000001E+00,  1.3412633429206208E-01
  1.0359999999999999E+01,  2.1499999999999999E+00,  1.3463444620460494E-01
  1.0359999999999999E+01,  2.2000000000000002E+00,  1.3365065590117028E-01
  1.0359999999999999E+01,  2.2500000000000000E+00,  1.3127489717126814E-01
  1.0359999999999999E+01,  2.3000000000000003E+00,  1.2779276203998705E-01
  1.0359999999999999E+01,  2.3500000000000001E+00,  1.2351503607418533E-01
  1.0359999999999999E+01,  2.4000000000000004E+00,  1.1863945312744814E-01
  1.0359999999999999E+01,  2.4500000000000002E+00,  1.1320928479032558E-01
  1.0359999999999999E+01,  2.5000000000000000E+00,  1.0717046311662334E-01
  1.0359999999999999E+01,  2.5500000000000003E+00,  1.0046599391121373E-01
  1.0359999999999999E+01,  2.6000000000000001E+00,  9.3097013081228266E-02
  1.0359999999999999E+01,  2.6500000000000004E+00,  8.5123819067239065E-02
  1.0359999999999999E+01,  2.7000000000000002E+00,  7.6637029999938988E-02
  1.0359999999999999E+01,  2.7500000000000000E+00,  6.7751225678689117E-02
  1.0359999999999999E+01,  2.8000000000000003E+00,  5.8644078084440492E-02
  1.0359999999999999E+01,  2.8500000000000001E+00,  4.9609236198709127E-02
  1.0359999999999999E+01,  2.9000000000000004E+00,  4.1059187461639966E-02
  1.0359999999999999E+01,  2.9500000000000002E+00,  3.3436443105116898E-02
  1.0359999999999999E+01,  3.0000000000000000E+00,  2.7056546589885672E-02
  1.0359999999999999E+01,  3.0500000000000003E+00,  2.1956176943219451E-02
  1.0359999999999999E+01,  3.1000000000000001E+00,  1.7828135768591321E-02
  1.0359999999999999E+01,  3.1500000000000004E+00,  1.4169773898658297E-02
  1.0359999999999999E+01,  3.2000000000000002E+00,  1.0503370830903370E-02
  1.0359999999999999E+01,  3.2500000000000000E+00,  6.5677587292186602E-03
  1.0359999999999999E+01,  3.3000000000000003E+00,  2.3884253559278922E-03
  1.0359999999999999E+01,  3.3500000000000001E+00, -1.8056456325496991E-03
  1.0359999999999999E+01,  3.4000000000000004E+00, -5.7607268585248240E-03
  1.0359999999999999E+01,  3.4500000000000002E+00, -9.3655869282895272E-03
  1.0359999999999999E+01,  3.5000000000000000E+00, -1.2718796066478135E-02
  1.0359999999999999E+01,  3.5500000000000003E+00, -1.6076511429721968E-02
  1.0359999999999999E+01,  3.6000000000000001E+00, -1.9731487690078545E-02
  1.0359999999999999E+01,  3.6500000000000004E+00, -2.3901837282405688E-02
  1.0359999999999999E+01,  3.7000000000000002E+00, -2.8682931698648207E-02
  1.0359999999999999E+01,  3.7500000000000000E+00, -3.4064040951998963E-02
  1.0359999999999999E+01,  3.8000000000000003E+00, -3.9972713432630473E-02
  1.0359999999999999E+01,  3.8500000000000001E+00, -4.6308014394493134E-02
  1.0359999999999999E+01,  3.9000000000000004E+00, -5.2951284372057990E-02
  1.0359999999999999E+01,  3.9500000000000002E+00, -5.9772130264865567E-02
  1.0359999999999999E+01,  4.0000000000000000E+00, -6.6654023494205683E-02
  1.0400000000000000E+01,  0.0000000000000000E+00, -9.1789351712374123E-02
  1.0400000000000000E+01,  5.0000000000000003E-02, -8.6288368431240547E-02
  1.0400000000000000E+01,  1.0000000000000001E-01, -8.0854694739808886E-02
  1.0400000000000000E+01,  1.5000000000000002E-01, -7.5569520932255524E-02
  1.0400000000000000E+01,  2.0000000000000001E-01, -7.0434865756787993E-02
  1.0400000000000000E+01,  2.5000000000000000E-01, -6.5360489437340186E-02
  1.0400000000000000E+01,  3.0000000000000004E-01, -6.0245919680174120E-02
  1.0400000000000000E+01,  3.5000000000000003E-01, -5.5093665395600122E-02
  1.0400000000000000E+01,  4.0000000000000002E-01, -5.0063755216587201E-02
  1.0400000000000000E+01,  4.5000000000000001E-01, -4.5415938257457163E-02
  1.0400000000000000E+01,  5.0000000000000000E-01, -4.1362901340724685E-02
  1.0400000000000000E+01,  5.5000000000000004E-01, -3.7923659722677847E-02
  1.0400000000000000E+01,  6.0000000000000009E-01, -3.4874367277204853E-02
  1.0400000000000000E+01,  6.5000000000000002E-01, -3.1835931068224022E-02
  1.0400000000000000E+01,  7.0000000000000007E-01, -2.8450718773276800E-02
  1.0400000000000000E+01,  7.5000000000000000E-01, -2.4541825820250565E-02
  1.0400000000000000E+01,  8.0000000000000004E-01, -2.0157472081829331E-02
  1.0400000000000000E+01,  8.5000000000000009E-01, -1.5475025730783222E-02
  1.0400000000000000E+01,  9.0000000000000002E-01, -1.0627145295950675E-02
  1.0400000000000000E+01,  9.5000000000000007E-01, -5.5590270892064116E-03
  1.0400000000000000E+01,  1.0000000000000000E+00,  0.0000000000000000E+00
  1.0400000000000000E+01,  1.0500000000000000E+00,  6.3442006758991695E-03
  1.0400000000000000E+01,  1.1000000000000001E+00,  1.3359340156880386E-02
  1.0400000000000000E+01,  1.1500000000000001E+00,  2.0793065797529379E-02
  1.0400000000000000E+01,  1.2000000000000002E+00,  2.8386917733609116E-02
  1.0400000000000000E+01,  1.2500000000000000E+00,  3.5932511757449929E-02
  1.0400000000000000E+01,  1.3000000000000000E+00,  4.3317678395537823E-02
  1.0400000000000000E+01,  1.3500000000000001E+00,  5.0542197534176631E-02
  1.0400000000000000E+01,  1.4000000000000001E+00,  5.7702156956548081E-02
  1.0400000000000000E+01,  1.4500000000000002E+00,  6.4950616258190430E-02
  1.0400000000000000E+01,  1.5000000000000000E+00,  7.2441515932426301E-02
  1.0400000000000000E+01,  1.5500000000000000E+00,  8.0263406988239153E-02
  1.0400000000000000E+01,  1.6000000000000001E+00,  8.8376708959733735E-02
  1.0400000000000000E+01,  1.6500000000000001E+00,  9.6578936073668631E-02
  1.0400000000000000E+01,  1.7000000000000002E+00,  1.0452401993020294E-01
  1.0400000000000000E+01,  1.7500000000000000E+00,  1.1180463573451178E-01
  1.0400000000000000E+01,  1.8000000000000000E+00,  1.1807435868995241E-01
  1.0400000000000000E+01,  1.8500000000000001E+00,  1.2315822111941691E-01
  1.0400000000000000E+01,  1.9000000000000001E+00,  1.2709733409879928E-01
  1.0400000000000000E+01,  1.9500000000000002E+00,  1.3010387697767956E-01
  1.0400000000000000E+01,  2.0000000000000000E+00,  1.3245377465837974E-01
  1.0400000000000000E+01,  2.0500000000000003E+00,  1.3428048052753075E-01
  1.0400000000000000E+01,  2.1000000000000001E+00,  1.3524410958058641E-01
  1.0400000000000000E+01,  2.1499999999999999E+00,  1.3496319849962454E-01
  1.0400000000000000E+01,  2.2000000000000002E+00,  1.3325757474584754E-01
  1.0400000000000000E+01,  2.2500000000000000E+00,  1.3020648898198045E-01
  1.0400000000000000E+01,  2.3000000000000003E+00,  1.2609312898224542E-01
  1.0400000000000000E+01,  2.3500000000000001E+00,  1.2127454501517235E-01
  1.0400000000000000E+01,  2.4000000000000004E+00,  1.1605423896288170E-01
  1.0400000000000000E+01,  2.4500000000000002E+00,  1.1061847441550086E-01
  1.0400000000000000E+01,  2.5000000000000000E+00,  1.0504640023412444E-01
  1.0400000000000000E+01,  2.5500000000000003E+00,  9.9357989309255643E-02
  1.0400000000000000E+01,  2.6000000000000001E+00,  9.3552898831005094E-02
  1.0400000000000000E+01,  2.6500000000000004E+00,  8.7618414462299149E-02
  1.0400000000000000E+01,  2.7000000000000002E+00,  8.1519884786272992E-02
  1.0400000000000000E+01,  2.7500000000000000E+00,  7.5202636909080314E-02
  1.0400000000000000E+01,  2.8000000000000003E+00,  6.8619934287999798E-02
  1.0400000000000000E+01,  2.8500000000000001E+00,  6.1772781788314322E-02
  1.0400000000000000E+01,  2.9000000000000004E+00,  5.4731374725924764E-02
  1.0400000000000000E+01,  2.9500000000000002E+00,  4.7619898015916116E-02
  1.0400000000000000E+01,  3.0000000000000000E+00,  4.0576612667668231E-02
